episode,total_reward,epsilon,total_steps
0,-2000.0,0.99,1999
1,-2000.0,0.9801,1999
2,-2000.0,0.9702989999999999,1999
3,-1397.0,0.96059601,1396
4,-2000.0,0.9509900498999999,1999
5,-2000.0,0.9414801494009999,1999
6,-2000.0,0.9320653479069899,1999
7,-2000.0,0.92274469442792,1999
8,-2000.0,0.9135172474836407,1999
9,-2000.0,0.9043820750088043,1999
10,-2000.0,0.8953382542587163,1999
11,-2000.0,0.8863848717161291,1999
12,-2000.0,0.8775210229989678,1999
13,-2000.0,0.8687458127689781,1999
14,-2000.0,0.8600583546412883,1999
15,-2000.0,0.8514577710948754,1999
16,-2000.0,0.8429431933839266,1999
17,-2000.0,0.8345137614500874,1999
18,-2000.0,0.8261686238355865,1999
19,-2000.0,0.8179069375972307,1999
20,-989.0,0.8097278682212583,988
21,-2000.0,0.8016305895390458,1999
22,-2000.0,0.7936142836436553,1999
23,-2000.0,0.7856781408072188,1999
24,-652.0,0.7778213593991465,651
25,-2000.0,0.7700431458051551,1999
26,-1904.0,0.7623427143471035,1903
27,-1622.0,0.7547192872036325,1621
28,-1023.0,0.7471720943315961,1022
29,-1722.0,0.7397003733882802,1721
30,-2000.0,0.7323033696543974,1999
31,-1130.0,0.7249803359578534,1129
32,-1314.0,0.7177305325982748,1313
33,-1276.0,0.7105532272722921,1275
34,-1492.0,0.7034476949995692,1491
35,-1239.0,0.6964132180495735,1238
36,-734.0,0.6894490858690777,733
37,-1387.0,0.682554595010387,1386
38,-1093.0,0.6757290490602831,1092
39,-664.0,0.6689717585696803,663
40,-1557.0,0.6622820409839835,1556
41,-1424.0,0.6556592205741436,1423
42,-770.0,0.6491026283684022,769
43,-690.0,0.6426116020847181,689
44,-448.0,0.6361854860638709,447
45,-450.0,0.6298236312032323,449
46,-815.0,0.6235253948912,814
47,-954.0,0.617290140942288,953
48,-900.0,0.6111172395328651,899
49,-873.0,0.6050060671375365,872
50,-581.0,0.5989560064661611,580
51,-532.0,0.5929664464014994,531
52,-1386.0,0.5870367819374844,1385
53,-761.0,0.5811664141181095,760
54,-547.0,0.5753547499769285,546
55,-783.0,0.5696012024771592,782
56,-835.0,0.5639051904523876,834
57,-453.0,0.5582661385478638,452
58,-774.0,0.5526834771623851,773
59,-599.0,0.5471566423907612,598
60,-568.0,0.5416850759668536,567
61,-1118.0,0.536268225207185,1117
62,-448.0,0.5309055429551132,447
63,-837.0,0.525596487525562,836
64,-406.0,0.5203405226503064,405
65,-357.0,0.5151371174238033,356
66,-544.0,0.5099857462495653,543
67,-659.0,0.5048858887870696,658
68,-503.0,0.4998370298991989,502
69,-531.0,0.49483865960020695,530
70,-739.0,0.4898902730042049,738
71,-604.0,0.48499137027416284,603
72,-676.0,0.4801414565714212,675
73,-531.0,0.475340042005707,530
74,-804.0,0.47058664158564995,803
75,-383.0,0.4658807751697934,382
76,-826.0,0.4612219674180955,825
77,-251.0,0.45660974774391455,250
78,-400.0,0.4520436502664754,399
79,-690.0,0.44752321376381066,689
80,-535.0,0.44304798162617254,534
81,-625.0,0.4386175018099108,624
82,-639.0,0.4342313267918117,638
83,-360.0,0.4298890135238936,359
84,-532.0,0.42559012338865465,531
85,-782.0,0.4213342221547681,781
86,-505.0,0.41712087993322045,504
87,-389.0,0.41294967113388825,388
88,-256.0,0.40882017442254937,255
89,-349.0,0.4047319726783239,348
90,-407.0,0.40068465295154065,406
91,-485.0,0.39667780642202527,484
92,-513.0,0.392711028357805,512
93,-359.0,0.38878391807422696,358
94,-281.0,0.3848960788934847,280
95,-466.0,0.38104711810454983,465
96,-352.0,0.37723664692350434,351
97,-376.0,0.37346428045426927,375
98,-493.0,0.36972963764972655,492
99,-301.0,0.36603234127322926,300
100,-396.0,0.36237201786049694,395
101,-463.0,0.358748297681892,462
102,-306.0,0.35516081470507305,305
103,-616.0,0.3516092065580223,615
104,-502.0,0.34809311449244207,501
105,-582.0,0.34461218334751764,581
106,-306.0,0.34116606151404244,305
107,-337.0,0.337754400898902,336
108,-464.0,0.334376856889913,463
109,-294.0,0.33103308832101386,293
110,-707.0,0.3277227574378037,706
111,-541.0,0.3244455298634257,540
112,-223.0,0.3212010745647914,222
113,-616.0,0.3179890638191435,615
114,-656.0,0.31480917318095203,655
115,-389.0,0.3116610814491425,388
116,-249.0,0.30854447063465107,248
117,-680.0,0.30545902592830454,679
118,-303.0,0.3024044356690215,302
119,-374.0,0.29938039131233124,373
120,-418.0,0.2963865873992079,417
121,-231.0,0.29342272152521587,230
122,-731.0,0.2904884943099637,730
123,-344.0,0.28758360936686406,343
124,-624.0,0.2847077732731954,623
125,-383.0,0.28186069554046345,382
126,-366.0,0.2790420885850588,365
127,-406.0,0.2762516676992082,405
128,-425.0,0.27348915102221616,424
129,-375.0,0.270754259511994,374
130,-262.0,0.26804671691687404,261
131,-310.0,0.2653662497477053,309
132,-441.0,0.2627125872502282,440
133,-444.0,0.2600854613777259,443
134,-241.0,0.2574846067639487,240
135,-304.0,0.2549097606963092,303
136,-252.0,0.2523606630893461,251
137,-481.0,0.24983705645845267,480
138,-620.0,0.24733868589386815,619
139,-515.0,0.24486529903492946,514
140,-250.0,0.24241664604458016,249
141,-298.0,0.23999247958413436,297
142,-393.0,0.23759255478829303,392
143,-285.0,0.2352166292404101,284
144,-313.0,0.232864462948006,312
145,-315.0,0.23053581831852593,314
146,-378.0,0.22823046013534068,377
147,-419.0,0.22594815553398728,418
148,-409.0,0.22368867397864742,408
149,-548.0,0.22145178723886094,547
150,-513.0,0.21923726936647234,512
151,-681.0,0.2170448966728076,680
152,-247.0,0.21487444770607952,246
153,-230.0,0.21272570322901874,229
154,-324.0,0.21059844619672854,323
155,-671.0,0.20849246173476127,670
156,-222.0,0.20640753711741366,221
157,-228.0,0.20434346174623952,227
158,-632.0,0.20230002712877712,631
159,-390.0,0.20027702685748935,389
160,-820.0,0.19827425658891445,819
161,-412.0,0.1962915140230253,411
162,-675.0,0.19432859888279505,674
163,-358.0,0.1923853128939671,357
164,-528.0,0.19046145976502743,527
165,-512.0,0.18855684516737714,511
166,-350.0,0.18667127671570335,349
167,-308.0,0.18480456394854633,307
168,-246.0,0.18295651830906087,245
169,-346.0,0.18112695312597027,345
170,-545.0,0.17931568359471056,544
171,-380.0,0.17752252675876345,379
172,-251.0,0.17574730149117582,250
173,-452.0,0.17398982847626407,451
174,-300.0,0.17224993019150142,299
175,-418.0,0.1705274308895864,417
176,-194.0,0.16882215658069055,193
177,-216.0,0.16713393501488363,215
178,-325.0,0.16546259566473479,324
179,-240.0,0.16380796970808745,239
180,-324.0,0.16216989001100657,323
181,-427.0,0.1605481911108965,426
182,-312.0,0.15894270919978754,311
183,-639.0,0.15735328210778965,638
184,-1034.0,0.15577974928671176,1033
185,-339.0,0.15422195179384465,338
186,-491.0,0.1526797322759062,490
187,-310.0,0.15115293495314713,309
188,-460.0,0.14964140560361566,459
189,-422.0,0.1481449915475795,421
190,-588.0,0.1466635416321037,587
191,-394.0,0.14519690621578268,393
192,-329.0,0.14374493715362485,328
193,-339.0,0.1423074877820886,338
194,-310.0,0.1408844129042677,309
195,-480.0,0.13947556877522502,479
196,-270.0,0.13808081308747278,269
197,-456.0,0.13670000495659804,455
198,-151.0,0.13533300490703207,150
199,-858.0,0.13397967485796175,857
200,-302.0,0.13263987810938213,301
201,-481.0,0.1313134793282883,480
202,-241.0,0.13000034453500542,240
203,-502.0,0.12870034108965536,501
204,-453.0,0.12741333767875881,452
205,-241.0,0.12613920430197123,240
206,-417.0,0.12487781225895152,416
207,-260.0,0.123629034136362,259
208,-260.0,0.12239274379499838,259
209,-146.0,0.1211688163570484,145
210,-308.0,0.11995712819347792,307
211,-399.0,0.11875755691154315,398
212,-367.0,0.11756998134242772,366
213,-327.0,0.11639428152900344,326
214,-616.0,0.11523033871371341,615
215,-556.0,0.11407803532657627,555
216,-442.0,0.11293725497331052,441
217,-331.0,0.1118078824235774,330
218,-156.0,0.11068980359934164,155
219,-397.0,0.10958290556334822,396
220,-602.0,0.10848707650771475,601
221,-343.0,0.1074022057426376,342
